task,method,variant_id,lm_window_length,metric,score,graph_density,density_basis,sampled_sentences,distinct_partitions,total_partitions,total_edges,average_sentence_partitions,average_distinct_ngrams_per_sentence,included_in_plot,metric_status,corpus_filename,resolved_corpus_file
morphology,frequent-ngram,v3,2,f_score,0.345762,0.00576119814438,mean reference-corpus density for the same LM variant,,,,,17.714075,16.6289,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v4,3,f_score,0.345762,0.00576119814438,mean reference-corpus density for the same LM variant,,,,,17.714075,16.6289,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v5,3,f_score,0.345762,0.00576119814438,mean reference-corpus density for the same LM variant,,,,,17.714075,16.6289,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v6,3,f_score,0.345762,0.00576119814438,mean reference-corpus density for the same LM variant,,,,,17.714075,16.6289,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v7,4,f_score,0.345762,0.00576119814438,mean reference-corpus density for the same LM variant,,,,,17.714075,16.6289,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v8,4,f_score,0.345762,0.00576119814438,mean reference-corpus density for the same LM variant,,,,,17.714075,16.6289,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v9,4,f_score,0.345762,0.00576119814438,mean reference-corpus density for the same LM variant,,,,,17.714075,16.6289,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v1,2,f_score,0.475877,0.024916801666,mean reference-corpus density for the same LM variant,,,,,24.50495,22.466375,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v2,2,f_score,0.475877,0.024916801666,mean reference-corpus density for the same LM variant,,,,,24.50495,22.466375,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v3,2,f_score,0.475877,0.024916801666,mean reference-corpus density for the same LM variant,,,,,24.50495,22.466375,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v4,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v5,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v6,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v7,4,f_score,0.475877,0.0247943142361,mean reference-corpus density for the same LM variant,,,,,24.43005,22.4393,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v8,4,f_score,0.475877,0.0247943142361,mean reference-corpus density for the same LM variant,,,,,24.43005,22.4393,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v9,4,f_score,0.475877,0.0247943142361,mean reference-corpus density for the same LM variant,,,,,24.43005,22.4393,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v10,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v11,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v12,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v13,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v14,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v15,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v16,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v17,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v18,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v19,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v20,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v21,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v22,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v23,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v24,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v25,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v26,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v27,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v28,3,f_score,0.475877,0.0248535464275,mean reference-corpus density for the same LM variant,,,,,24.4657,22.442025,True,current,resources/evaluation/morphology,
morphology,lm-rank,v1,2,f_score,0.486911,0.0778101478499,mean reference-corpus density for the same LM variant,,,,,29.5526426707,27.1261180723,True,current,resources/evaluation/morphology,
morphology,lm-rank,v2,2,f_score,0.439903,0.0642305291927,mean reference-corpus density for the same LM variant,,,,,33.0695312249,29.8945839357,True,current,resources/evaluation/morphology,
morphology,lm-rank,v3,2,f_score,0.397296,0.0494119288828,mean reference-corpus density for the same LM variant,,,,,32.9103430723,29.9192448795,True,current,resources/evaluation/morphology,
morphology,lm-rank,v4,3,f_score,0.486911,0.0791417462956,mean reference-corpus density for the same LM variant,,,,,29.8144426707,27.2996680723,True,current,resources/evaluation/morphology,
morphology,lm-rank,v5,3,f_score,0.417918,0.068144503261,mean reference-corpus density for the same LM variant,,,,,33.983060743,30.3692289157,True,current,resources/evaluation/morphology,
morphology,lm-rank,v6,3,f_score,0.38382,0.0517678953509,mean reference-corpus density for the same LM variant,,,,,33.8198391566,30.3426806225,True,current,resources/evaluation/morphology,
morphology,lm-rank,v7,4,f_score,0.486911,0.0791417462956,mean reference-corpus density for the same LM variant,,,,,29.8144426707,27.2996680723,True,current,resources/evaluation/morphology,
morphology,lm-rank,v8,4,f_score,0.370133,0.0689824658347,mean reference-corpus density for the same LM variant,,,,,35.0558620482,30.4132215863,True,current,resources/evaluation/morphology,
morphology,lm-rank,v9,4,f_score,0.324811,0.0506127037611,mean reference-corpus density for the same LM variant,,,,,34.7185203815,30.0271149598,True,current,resources/evaluation/morphology,
morphology,lm-rank,v10,3,f_score,0.486911,0.0791417462956,mean reference-corpus density for the same LM variant,,,,,29.8144426707,27.2996680723,True,current,resources/evaluation/morphology,
morphology,lm-rank,v11,3,f_score,0.493722,0.0782019048636,mean reference-corpus density for the same LM variant,,,,,29.6137468876,27.1646593373,True,current,resources/evaluation/morphology,
morphology,lm-rank,v12,3,f_score,0.492223,0.0784473002004,mean reference-corpus density for the same LM variant,,,,,29.6749913655,27.209761245,True,current,resources/evaluation/morphology,
morphology,lm-rank,v13,3,f_score,0.492889,0.0783565764941,mean reference-corpus density for the same LM variant,,,,,29.6517187751,27.1923079317,True,current,resources/evaluation/morphology,
morphology,lm-rank,v14,3,f_score,0.429443,0.0708045213505,mean reference-corpus density for the same LM variant,,,,,34.0182110442,30.3856111446,True,current,resources/evaluation/morphology,
morphology,lm-rank,v15,3,f_score,0.42509,0.068800286223,mean reference-corpus density for the same LM variant,,,,,33.9131370482,30.3263783133,True,current,resources/evaluation/morphology,
morphology,lm-rank,v16,3,f_score,0.42674,0.0694138975791,mean reference-corpus density for the same LM variant,,,,,33.9417663655,30.3423445783,True,current,resources/evaluation/morphology,
morphology,lm-rank,v17,3,f_score,0.428633,0.0698028954257,mean reference-corpus density for the same LM variant,,,,,33.9306997992,30.3363320281,True,current,resources/evaluation/morphology,
morphology,lm-rank,v18,3,f_score,0.416921,0.0678931393402,mean reference-corpus density for the same LM variant,,,,,33.9532681727,30.3520561245,True,current,resources/evaluation/morphology,
morphology,lm-rank,v19,3,f_score,0.417018,0.0679152544617,mean reference-corpus density for the same LM variant,,,,,33.9611349398,30.3557673695,True,current,resources/evaluation/morphology,
morphology,lm-rank,v20,3,f_score,0.417679,0.0679768415613,mean reference-corpus density for the same LM variant,,,,,33.9600629518,30.3551198795,True,current,resources/evaluation/morphology,
morphology,lm-rank,v21,3,f_score,0.413978,0.0678895599494,mean reference-corpus density for the same LM variant,,,,,33.9558983936,30.3545318273,True,current,resources/evaluation/morphology,
morphology,lm-rank,v22,3,f_score,0.411829,0.0678005039632,mean reference-corpus density for the same LM variant,,,,,33.9423796185,30.3455630522,True,current,resources/evaluation/morphology,
morphology,lm-rank,v23,3,f_score,0.412023,0.0678201469522,mean reference-corpus density for the same LM variant,,,,,33.9460933735,30.3485900602,True,current,resources/evaluation/morphology,
morphology,lm-rank,v24,3,f_score,0.414004,0.0678141410167,mean reference-corpus density for the same LM variant,,,,,33.9453188755,30.3480910643,True,current,resources/evaluation/morphology,
morphology,lm-rank,v25,3,f_score,0.415739,0.067547256347,mean reference-corpus density for the same LM variant,,,,,33.9158807229,30.3449210843,True,current,resources/evaluation/morphology,
morphology,lm-rank,v26,3,f_score,0.415739,0.0675036553954,mean reference-corpus density for the same LM variant,,,,,33.9052409639,30.3383695783,True,current,resources/evaluation/morphology,
morphology,lm-rank,v27,3,f_score,0.415739,0.0675259243748,mean reference-corpus density for the same LM variant,,,,,33.9085547189,30.3407078313,True,current,resources/evaluation/morphology,
morphology,lm-rank,v28,3,f_score,0.415739,0.0675153694197,mean reference-corpus density for the same LM variant,,,,,33.9076047189,30.3400078313,True,current,resources/evaluation/morphology,
morphology,lm-skip,v1,2,f_score,0.538576,0.0388322789402,mean reference-corpus density for the same LM variant,,,,,25.3198,23.6428,True,current,resources/evaluation/morphology,
morphology,lm-skip,v2,2,f_score,0.247958,0.154975447376,mean reference-corpus density for the same LM variant,,,,,38.960375,34.82465,True,current,resources/evaluation/morphology,
morphology,lm-skip,v3,2,f_score,0.182867,0.184224852736,mean reference-corpus density for the same LM variant,,,,,42.7579,36.168875,True,current,resources/evaluation/morphology,
morphology,lm-skip,v4,3,f_score,0.538576,0.0388322789402,mean reference-corpus density for the same LM variant,,,,,25.3198,23.6428,True,current,resources/evaluation/morphology,
morphology,lm-skip,v5,3,f_score,0.247958,0.154975447376,mean reference-corpus density for the same LM variant,,,,,38.960375,34.82465,True,current,resources/evaluation/morphology,
morphology,lm-skip,v6,3,f_score,0.182867,0.184224852736,mean reference-corpus density for the same LM variant,,,,,42.7579,36.168875,True,current,resources/evaluation/morphology,
morphology,lm-skip,v7,4,f_score,0.538576,0.0388322789402,mean reference-corpus density for the same LM variant,,,,,25.3198,23.6428,True,current,resources/evaluation/morphology,
morphology,lm-skip,v8,4,f_score,0.247958,0.154975447376,mean reference-corpus density for the same LM variant,,,,,38.960375,34.82465,True,current,resources/evaluation/morphology,
morphology,lm-skip,v9,4,f_score,0.182867,0.184224852736,mean reference-corpus density for the same LM variant,,,,,42.7579,36.168875,True,current,resources/evaluation/morphology,
morphology,lm-subword,v1,2,f_score,0.357329,0.0072999132162,mean reference-corpus density for the same LM variant,,,,,19.654675,18.4294,True,current,resources/evaluation/morphology,
morphology,lm-subword,v2,2,f_score,0.222423,0.0202006444336,mean reference-corpus density for the same LM variant,,,,,29.911325,27.858,True,current,resources/evaluation/morphology,
morphology,lm-subword,v3,2,f_score,0.198302,0.0258427073848,mean reference-corpus density for the same LM variant,,,,,33.7528,30.59895,True,current,resources/evaluation/morphology,
morphology,lm-subword,v4,3,f_score,0.357329,0.00850600361851,mean reference-corpus density for the same LM variant,,,,,20.887575,19.211975,True,current,resources/evaluation/morphology,
morphology,lm-subword,v5,3,f_score,0.224409,0.0201171676927,mean reference-corpus density for the same LM variant,,,,,29.909325,27.8429,True,current,resources/evaluation/morphology,
morphology,lm-subword,v6,3,f_score,0.191012,0.0258761122194,mean reference-corpus density for the same LM variant,,,,,33.75675,30.601275,True,current,resources/evaluation/morphology,
morphology,lm-subword,v7,4,f_score,0.357329,0.00850600361851,mean reference-corpus density for the same LM variant,,,,,20.887575,19.211975,True,current,resources/evaluation/morphology,
morphology,lm-subword,v8,4,f_score,0.226115,0.020102654601,mean reference-corpus density for the same LM variant,,,,,29.88615,27.83195,True,current,resources/evaluation/morphology,
morphology,lm-subword,v9,4,f_score,0.199732,0.025863335012,mean reference-corpus density for the same LM variant,,,,,33.7641,30.601575,True,current,resources/evaluation/morphology,
morphology,lm-subword,v10,3,f_score,0.230668,0.0200804104654,mean reference-corpus density for the same LM variant,,,,,29.870075,27.820925,True,current,resources/evaluation/morphology,
morphology,lm-subword,v11,3,f_score,0.226355,0.0201683940015,mean reference-corpus density for the same LM variant,,,,,29.9038,27.855825,True,current,resources/evaluation/morphology,
morphology,lm-subword,v12,3,f_score,0.234597,0.0200996001225,mean reference-corpus density for the same LM variant,,,,,29.90485,27.8533,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v1,2,f_score,0.35815,0.00766052943582,mean reference-corpus density for the same LM variant,,,,,19.1052,17.957825,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v2,2,f_score,0.212726,0.05082327304,mean reference-corpus density for the same LM variant,,,,,30.401675,28.07415,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v3,2,f_score,0.218891,0.0733057929934,mean reference-corpus density for the same LM variant,,,,,33.583625,30.629,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v4,3,f_score,0.35815,0.00766052943582,mean reference-corpus density for the same LM variant,,,,,19.1052,17.957825,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v5,3,f_score,0.212196,0.0508214154505,mean reference-corpus density for the same LM variant,,,,,30.404025,28.07565,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v6,3,f_score,0.217637,0.0730562581053,mean reference-corpus density for the same LM variant,,,,,33.5869,30.634575,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v7,4,f_score,0.35815,0.00766052943582,mean reference-corpus density for the same LM variant,,,,,19.1052,17.957825,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v8,4,f_score,0.211134,0.0508348354169,mean reference-corpus density for the same LM variant,,,,,30.4045,28.076625,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v9,4,f_score,0.221651,0.0732340068215,mean reference-corpus density for the same LM variant,,,,,33.5879,30.635075,True,current,resources/evaluation/morphology,
morphology,lm-word,v1,10,f_score,0.345762,0.0066045922361,mean reference-corpus density for the same LM variant,,,,,20.2498,18.803675,True,current,resources/evaluation/morphology,
ner,frequent-ngram,v1,2,f_score,0.402539010659,0.00368888049578,task partition corpus,10000,53289,222075,5237591,22.2075,20.6655,True,current,resources/text//ner/175838085.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175838085.txt
ner,frequent-ngram,v2,2,f_score,0.389273613089,0.00368888049578,task partition corpus,10000,53289,222075,5237591,22.2075,20.6655,True,current,resources/text//ner/175838771.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175838771.txt
ner,frequent-ngram,v3,2,f_score,0.400716035378,0.00368888049578,task partition corpus,10000,53289,222075,5237591,22.2075,20.6655,True,current,resources/text//ner/175839457.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175839457.txt
ner,frequent-ngram,v4,3,f_score,0.406839094288,0.00368888049578,task partition corpus,10000,53289,222075,5237591,22.2075,20.6655,True,current,resources/text//ner/175840542.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175840542.txt
ner,frequent-ngram,v5,3,f_score,0.407217562893,0.00368888049578,task partition corpus,10000,53289,222075,5237591,22.2075,20.6655,True,current,resources/text//ner/175841228.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175841228.txt
ner,frequent-ngram,v6,3,f_score,0.394611386997,0.00368888049578,task partition corpus,10000,53289,222075,5237591,22.2075,20.6655,True,current,resources/text//ner/175841914.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175841914.txt
ner,frequent-ngram,v7,4,f_score,0.40650838673,0.00368888049578,task partition corpus,10000,53289,222075,5237591,22.2075,20.6655,True,current,resources/text//ner/175842999.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175842999.txt
ner,frequent-ngram,v8,4,f_score,0.391313357192,0.00368888049578,task partition corpus,10000,53289,222075,5237591,22.2075,20.6655,True,current,resources/text//ner/175843685.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175843685.txt
ner,frequent-ngram,v9,4,f_score,0.40448439835,0.00368888049578,task partition corpus,10000,53289,222075,5237591,22.2075,20.6655,True,current,resources/text//ner/175844371.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175844371.txt
ner,lm-lemma,v1,2,f_score,0.631511421961,0.0175536106624,task partition corpus,10000,33840,308649,10050423,30.8649,28.0383,True,current,resources/text//ner/-1392569637.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392569637.txt
ner,lm-lemma,v2,2,f_score,0.646739874016,0.0175536106624,task partition corpus,10000,33840,308649,10050423,30.8649,28.0383,True,current,resources/text//ner/-1392568951.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392568951.txt
ner,lm-lemma,v3,2,f_score,0.651787724005,0.0175536106624,task partition corpus,10000,33840,308649,10050423,30.8649,28.0383,True,current,resources/text//ner/-1392568265.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392568265.txt
ner,lm-lemma,v4,3,f_score,0.656447101519,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-1392567180.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392567180.txt
ner,lm-lemma,v5,3,f_score,0.654494388836,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-1392566494.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392566494.txt
ner,lm-lemma,v6,3,f_score,0.656964962686,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-1392565808.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392565808.txt
ner,lm-lemma,v7,4,f_score,0.651898639226,0.0174594392176,task partition corpus,10000,33844,307790,9998868,30.779,27.9992,True,current,resources/text//ner/-1392564723.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392564723.txt
ner,lm-lemma,v8,4,f_score,0.655352591079,0.0174594392176,task partition corpus,10000,33844,307790,9998868,30.779,27.9992,True,current,resources/text//ner/-1392564037.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392564037.txt
ner,lm-lemma,v9,4,f_score,0.652893239954,0.0174594392176,task partition corpus,10000,33844,307790,9998868,30.779,27.9992,True,current,resources/text//ner/-1392563351.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392563351.txt
ner,lm-lemma,v10,3,f_score,0.645930374244,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-2079644288.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-2079644288.txt
ner,lm-lemma,v11,3,f_score,0.660480324697,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-1747506257.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1747506257.txt
ner,lm-lemma,v12,3,f_score,0.643569848362,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/1689808136.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1689808136.txt
ner,lm-lemma,v13,3,f_score,0.654286535171,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/1363077970.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1363077970.txt
ner,lm-lemma,v14,3,f_score,0.645834563578,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/941152357.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/941152357.txt
ner,lm-lemma,v15,3,f_score,0.645812360986,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/1273290388.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1273290388.txt
ner,lm-lemma,v16,3,f_score,0.642653116453,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/415637485.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/415637485.txt
ner,lm-lemma,v17,3,f_score,0.651666690307,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/88907319.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/88907319.txt
ner,lm-lemma,v18,3,f_score,0.643738391534,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/2119117743.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/2119117743.txt
ner,lm-lemma,v19,3,f_score,0.649442590418,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/1261464840.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1261464840.txt
ner,lm-lemma,v20,3,f_score,0.63859144247,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/934734674.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/934734674.txt
ner,lm-lemma,v21,3,f_score,0.652414404749,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-1782897280.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1782897280.txt
ner,lm-lemma,v22,3,f_score,0.636521590394,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-1450759249.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1450759249.txt
ner,lm-lemma,v23,3,f_score,0.631716221837,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/1986555144.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1986555144.txt
ner,lm-lemma,v24,3,f_score,0.656469688121,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/1659824978.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1659824978.txt
ner,lm-lemma,v25,3,f_score,0.647739595622,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-1189403264.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1189403264.txt
ner,lm-lemma,v26,3,f_score,0.651672003898,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-857265233.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-857265233.txt
ner,lm-lemma,v27,3,f_score,0.649620558827,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-1714918136.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1714918136.txt
ner,lm-lemma,v28,3,f_score,0.648994039714,0.0175048752491,task partition corpus,10000,33842,308208,10023704,30.8208,28.0031,True,current,resources/text//ner/-2041648302.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-2041648302.txt
ner,lm-rank,v1,2,f_score,0.526664107914,0.0327689694206,task partition corpus,10000,28928,360121,13710541,36.0121,32.8172,True,current,resources/text//ner/249431159.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249431159.txt
ner,lm-rank,v2,2,f_score,0.493388889287,0.0286591827278,task partition corpus,10000,34158,397249,16718833,39.7249,35.706,True,current,resources/text//ner/249431845.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249431845.txt
ner,lm-rank,v3,2,f_score,0.512704939721,0.0229413481732,task partition corpus,10000,38075,396168,16628664,39.6168,35.776,True,current,resources/text//ner/249432531.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249432531.txt
ner,lm-rank,v4,3,f_score,0.515935864921,0.0327689694206,task partition corpus,10000,28928,360121,13710541,36.0121,32.8172,True,current,resources/text//ner/249433616.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249433616.txt
ner,lm-rank,v5,3,f_score,0.484380090062,0.0294534279581,task partition corpus,10000,34510,406842,17538126,40.6842,36.2086,True,current,resources/text//ner/249434302.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249434302.txt
ner,lm-rank,v6,3,f_score,0.512233742633,0.0230652591091,task partition corpus,10000,38834,405105,17391675,40.5105,36.1668,True,current,resources/text//ner/249434988.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249434988.txt
ner,lm-rank,v7,4,f_score,0.511715070791,0.0327689694206,task partition corpus,10000,28928,360121,13710541,36.0121,32.8172,True,current,resources/text//ner/249436073.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249436073.txt
ner,lm-rank,v8,4,f_score,0.49767680857,0.0302539332031,task partition corpus,10000,35104,419153,18640291,41.9153,36.3562,True,current,resources/text//ner/249436759.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249436759.txt
ner,lm-rank,v9,4,f_score,0.509055939065,0.0227430070147,task partition corpus,10000,40116,415310,18299630,41.531,35.9645,True,current,resources/text//ner/249437445.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249437445.txt
ner,lm-rank,v10,3,f_score,0.502652446619,0.0327689694206,task partition corpus,10000,28928,360121,13710541,36.0121,32.8172,True,current,resources/text//ner/-437643492.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-437643492.txt
ner,lm-rank,v11,3,f_score,0.509035094014,0.0325894371287,task partition corpus,10000,28863,358342,13574216,35.8342,32.6919,True,current,resources/text//ner/-105505461.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-105505461.txt
ner,lm-rank,v12,3,f_score,0.478305759205,0.0325925814174,task partition corpus,10000,28900,358814,13610354,35.8814,32.7287,True,current,resources/text//ner/-963158364.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-963158364.txt
