task,method,variant_id,lm_window_length,metric,score,average_distinct_ngrams_per_sentence,sampled_sentences,included_in_plot,metric_status,corpus_filename,resolved_corpus_file
analogy,lm-subword,v10,3,accuracy,0.0339638865004,26.4121,10000,True,current,resources/text//intrinsic/113265181.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/113265181.txt
analogy,lm-subword,v11,3,accuracy,0.0371166523359,26.4532,10000,True,current,resources/text//intrinsic/117382896.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/117382896.txt
analogy,lm-subword,v12,3,accuracy,0.0358985382631,26.4691,10000,True,current,resources/text//intrinsic/125618326.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/125618326.txt
analogy,lm-syllable,v1,2,accuracy,0,17.5524,10000,True,current,resources/text//intrinsic/1312390923.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/1312390923.txt
analogy,lm-syllable,v2,2,accuracy,0.000788191458871,27.6336,10000,True,current,resources/text//intrinsic/1312391609.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/1312391609.txt
analogy,lm-syllable,v3,2,accuracy,0.00207795930066,30.031,10000,True,current,resources/text//intrinsic/1312392295.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/1312392295.txt
analogy,lm-syllable,v4,3,accuracy,7.16537689882e-05,17.5524,10000,True,current,resources/text//intrinsic/1312393380.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/1312393380.txt
analogy,lm-syllable,v5,3,accuracy,0.000788191458871,27.6347,10000,True,current,resources/text//intrinsic/1312394066.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/1312394066.txt
analogy,lm-syllable,v6,3,accuracy,0.00207795930066,30.0379,10000,True,current,resources/text//intrinsic/1312394752.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/1312394752.txt
analogy,lm-syllable,v7,4,accuracy,0,17.5524,10000,True,current,resources/text//intrinsic/1312395837.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/1312395837.txt
analogy,lm-syllable,v8,4,accuracy,0.00100315276584,27.6338,10000,True,current,resources/text//intrinsic/1312396523.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/1312396523.txt
analogy,lm-syllable,v9,4,accuracy,0.00186299799369,30.0383,10000,True,current,resources/text//intrinsic/1312397209.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/1312397209.txt
analogy,lm-word,v1,10,accuracy,0.000143307537976,19.7765,10000,True,current,resources/text//intrinsic/249640291.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/249640291.txt
morphology,frequent-ngram,v1,2,f_score,0.345762,16.6289,,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v2,2,f_score,0.345762,16.6289,,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v3,2,f_score,0.345762,16.6289,,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v4,3,f_score,0.345762,16.6289,,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v5,3,f_score,0.345762,16.6289,,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v6,3,f_score,0.345762,16.6289,,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v7,4,f_score,0.345762,16.6289,,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v8,4,f_score,0.345762,16.6289,,True,current,resources/evaluation/morphology,
morphology,frequent-ngram,v9,4,f_score,0.345762,16.6289,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v1,2,f_score,0.475877,22.466375,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v2,2,f_score,0.475877,22.466375,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v3,2,f_score,0.475877,22.466375,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v4,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v5,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v6,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v7,4,f_score,0.475877,22.4393,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v8,4,f_score,0.475877,22.4393,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v9,4,f_score,0.475877,22.4393,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v10,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v11,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v12,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v13,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v14,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v15,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v16,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v17,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v18,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v19,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v20,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v21,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v22,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v23,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v24,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v25,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v26,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v27,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-lemma,v28,3,f_score,0.475877,22.442025,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v1,2,f_score,0.486911,27.1261180723,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v2,2,f_score,0.439903,29.8945839357,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v3,2,f_score,0.397296,29.9192448795,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v4,3,f_score,0.486911,27.2996680723,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v5,3,f_score,0.417918,30.3692289157,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v6,3,f_score,0.38382,30.3426806225,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v7,4,f_score,0.486911,27.2996680723,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v8,4,f_score,0.370133,30.4132215863,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v9,4,f_score,0.324811,30.0271149598,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v10,3,f_score,0.486911,27.2996680723,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v11,3,f_score,0.493722,27.1646593373,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v12,3,f_score,0.492223,27.209761245,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v13,3,f_score,0.492889,27.1923079317,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v14,3,f_score,0.429443,30.3856111446,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v15,3,f_score,0.42509,30.3263783133,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v16,3,f_score,0.42674,30.3423445783,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v17,3,f_score,0.428633,30.3363320281,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v18,3,f_score,0.416921,30.3520561245,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v19,3,f_score,0.417018,30.3557673695,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v20,3,f_score,0.417679,30.3551198795,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v21,3,f_score,0.413978,30.3545318273,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v22,3,f_score,0.411829,30.3455630522,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v23,3,f_score,0.412023,30.3485900602,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v24,3,f_score,0.414004,30.3480910643,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v25,3,f_score,0.415739,30.3449210843,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v26,3,f_score,0.415739,30.3383695783,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v27,3,f_score,0.415739,30.3407078313,,True,current,resources/evaluation/morphology,
morphology,lm-rank,v28,3,f_score,0.415739,30.3400078313,,True,current,resources/evaluation/morphology,
morphology,lm-skip,v1,2,f_score,0.538576,23.6428,,True,current,resources/evaluation/morphology,
morphology,lm-skip,v2,2,f_score,0.247958,34.82465,,True,current,resources/evaluation/morphology,
morphology,lm-skip,v3,2,f_score,0.182867,36.168875,,True,current,resources/evaluation/morphology,
morphology,lm-skip,v4,3,f_score,0.538576,23.6428,,True,current,resources/evaluation/morphology,
morphology,lm-skip,v5,3,f_score,0.247958,34.82465,,True,current,resources/evaluation/morphology,
morphology,lm-skip,v6,3,f_score,0.182867,36.168875,,True,current,resources/evaluation/morphology,
morphology,lm-skip,v7,4,f_score,0.538576,23.6428,,True,current,resources/evaluation/morphology,
morphology,lm-skip,v8,4,f_score,0.247958,34.82465,,True,current,resources/evaluation/morphology,
morphology,lm-skip,v9,4,f_score,0.182867,36.168875,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v1,2,f_score,0.357329,18.4294,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v2,2,f_score,0.222423,27.858,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v3,2,f_score,0.198302,30.59895,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v4,3,f_score,0.357329,19.211975,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v5,3,f_score,0.224409,27.8429,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v6,3,f_score,0.191012,30.601275,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v7,4,f_score,0.357329,19.211975,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v8,4,f_score,0.226115,27.83195,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v9,4,f_score,0.199732,30.601575,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v10,3,f_score,0.230668,27.820925,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v11,3,f_score,0.226355,27.855825,,True,current,resources/evaluation/morphology,
morphology,lm-subword,v12,3,f_score,0.234597,27.8533,,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v1,2,f_score,0.35815,17.957825,,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v2,2,f_score,0.212726,28.07415,,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v3,2,f_score,0.218891,30.629,,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v4,3,f_score,0.35815,17.957825,,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v5,3,f_score,0.212196,28.07565,,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v6,3,f_score,0.217637,30.634575,,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v7,4,f_score,0.35815,17.957825,,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v8,4,f_score,0.211134,28.076625,,True,current,resources/evaluation/morphology,
morphology,lm-syllable,v9,4,f_score,0.221651,30.635075,,True,current,resources/evaluation/morphology,
morphology,lm-word,v1,10,f_score,0.345762,18.803675,,True,current,resources/evaluation/morphology,
ner,frequent-ngram,v1,2,f_score,0.402539010659,20.6655,10000,True,current,resources/text//ner/175838085.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175838085.txt
ner,frequent-ngram,v2,2,f_score,0.389273613089,20.6655,10000,True,current,resources/text//ner/175838771.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175838771.txt
ner,frequent-ngram,v3,2,f_score,0.400716035378,20.6655,10000,True,current,resources/text//ner/175839457.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175839457.txt
ner,frequent-ngram,v4,3,f_score,0.406839094288,20.6655,10000,True,current,resources/text//ner/175840542.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175840542.txt
ner,frequent-ngram,v5,3,f_score,0.407217562893,20.6655,10000,True,current,resources/text//ner/175841228.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175841228.txt
ner,frequent-ngram,v6,3,f_score,0.394611386997,20.6655,10000,True,current,resources/text//ner/175841914.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175841914.txt
ner,frequent-ngram,v7,4,f_score,0.40650838673,20.6655,10000,True,current,resources/text//ner/175842999.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175842999.txt
ner,frequent-ngram,v8,4,f_score,0.391313357192,20.6655,10000,True,current,resources/text//ner/175843685.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175843685.txt
ner,frequent-ngram,v9,4,f_score,0.40448439835,20.6655,10000,True,current,resources/text//ner/175844371.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/175844371.txt
ner,lm-lemma,v1,2,f_score,0.631511421961,28.0383,10000,True,current,resources/text//ner/-1392569637.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392569637.txt
ner,lm-lemma,v2,2,f_score,0.646739874016,28.0383,10000,True,current,resources/text//ner/-1392568951.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392568951.txt
ner,lm-lemma,v3,2,f_score,0.651787724005,28.0383,10000,True,current,resources/text//ner/-1392568265.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392568265.txt
ner,lm-lemma,v4,3,f_score,0.656447101519,28.0031,10000,True,current,resources/text//ner/-1392567180.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392567180.txt
ner,lm-lemma,v5,3,f_score,0.654494388836,28.0031,10000,True,current,resources/text//ner/-1392566494.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392566494.txt
ner,lm-lemma,v6,3,f_score,0.656964962686,28.0031,10000,True,current,resources/text//ner/-1392565808.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392565808.txt
ner,lm-lemma,v7,4,f_score,0.651898639226,27.9992,10000,True,current,resources/text//ner/-1392564723.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392564723.txt
ner,lm-lemma,v8,4,f_score,0.655352591079,27.9992,10000,True,current,resources/text//ner/-1392564037.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392564037.txt
ner,lm-lemma,v9,4,f_score,0.652893239954,27.9992,10000,True,current,resources/text//ner/-1392563351.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1392563351.txt
ner,lm-lemma,v10,3,f_score,0.645930374244,28.0031,10000,True,current,resources/text//ner/-2079644288.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-2079644288.txt
ner,lm-lemma,v11,3,f_score,0.660480324697,28.0031,10000,True,current,resources/text//ner/-1747506257.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1747506257.txt
ner,lm-lemma,v12,3,f_score,0.643569848362,28.0031,10000,True,current,resources/text//ner/1689808136.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1689808136.txt
ner,lm-lemma,v13,3,f_score,0.654286535171,28.0031,10000,True,current,resources/text//ner/1363077970.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1363077970.txt
ner,lm-lemma,v14,3,f_score,0.645834563578,28.0031,10000,True,current,resources/text//ner/941152357.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/941152357.txt
ner,lm-lemma,v15,3,f_score,0.645812360986,28.0031,10000,True,current,resources/text//ner/1273290388.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1273290388.txt
ner,lm-lemma,v16,3,f_score,0.642653116453,28.0031,10000,True,current,resources/text//ner/415637485.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/415637485.txt
ner,lm-lemma,v17,3,f_score,0.651666690307,28.0031,10000,True,current,resources/text//ner/88907319.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/88907319.txt
ner,lm-lemma,v18,3,f_score,0.643738391534,28.0031,10000,True,current,resources/text//ner/2119117743.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/2119117743.txt
ner,lm-lemma,v19,3,f_score,0.649442590418,28.0031,10000,True,current,resources/text//ner/1261464840.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1261464840.txt
ner,lm-lemma,v20,3,f_score,0.63859144247,28.0031,10000,True,current,resources/text//ner/934734674.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/934734674.txt
ner,lm-lemma,v21,3,f_score,0.652414404749,28.0031,10000,True,current,resources/text//ner/-1782897280.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1782897280.txt
ner,lm-lemma,v22,3,f_score,0.636521590394,28.0031,10000,True,current,resources/text//ner/-1450759249.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1450759249.txt
ner,lm-lemma,v23,3,f_score,0.631716221837,28.0031,10000,True,current,resources/text//ner/1986555144.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1986555144.txt
ner,lm-lemma,v24,3,f_score,0.656469688121,28.0031,10000,True,current,resources/text//ner/1659824978.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1659824978.txt
ner,lm-lemma,v25,3,f_score,0.647739595622,28.0031,10000,True,current,resources/text//ner/-1189403264.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1189403264.txt
ner,lm-lemma,v26,3,f_score,0.651672003898,28.0031,10000,True,current,resources/text//ner/-857265233.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-857265233.txt
ner,lm-lemma,v27,3,f_score,0.649620558827,28.0031,10000,True,current,resources/text//ner/-1714918136.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1714918136.txt
ner,lm-lemma,v28,3,f_score,0.648994039714,28.0031,10000,True,current,resources/text//ner/-2041648302.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-2041648302.txt
ner,lm-rank,v1,2,f_score,0.526664107914,32.8172,10000,True,current,resources/text//ner/249431159.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249431159.txt
ner,lm-rank,v2,2,f_score,0.493388889287,35.706,10000,True,current,resources/text//ner/249431845.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249431845.txt
ner,lm-rank,v3,2,f_score,0.512704939721,35.776,10000,True,current,resources/text//ner/249432531.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249432531.txt
ner,lm-rank,v4,3,f_score,0.515935864921,32.8172,10000,True,current,resources/text//ner/249433616.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249433616.txt
ner,lm-rank,v5,3,f_score,0.484380090062,36.2086,10000,True,current,resources/text//ner/249434302.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249434302.txt
ner,lm-rank,v6,3,f_score,0.512233742633,36.1668,10000,True,current,resources/text//ner/249434988.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249434988.txt
ner,lm-rank,v7,4,f_score,0.511715070791,32.8172,10000,True,current,resources/text//ner/249436073.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249436073.txt
ner,lm-rank,v8,4,f_score,0.49767680857,36.3562,10000,True,current,resources/text//ner/249436759.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249436759.txt
ner,lm-rank,v9,4,f_score,0.509055939065,35.9645,10000,True,current,resources/text//ner/249437445.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249437445.txt
ner,lm-rank,v10,3,f_score,0.502652446619,32.8172,10000,True,current,resources/text//ner/-437643492.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-437643492.txt
ner,lm-rank,v11,3,f_score,0.509035094014,32.6919,10000,True,current,resources/text//ner/-105505461.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-105505461.txt
ner,lm-rank,v12,3,f_score,0.478305759205,32.7287,10000,True,current,resources/text//ner/-963158364.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-963158364.txt
ner,lm-rank,v13,3,f_score,0.501478619243,32.7165,10000,True,current,resources/text//ner/-1289888530.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1289888530.txt
ner,lm-rank,v14,3,f_score,0.491423798084,36.2185,10000,True,current,resources/text//ner/-1711814143.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1711814143.txt
ner,lm-rank,v15,3,f_score,0.506898448336,36.1469,10000,True,current,resources/text//ner/-1379676112.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1379676112.txt
ner,lm-rank,v16,3,f_score,0.515853799628,36.1697,10000,True,current,resources/text//ner/2057638281.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/2057638281.txt
ner,lm-rank,v17,3,f_score,0.491709780631,36.1588,10000,True,current,resources/text//ner/1730908115.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/1730908115.txt
ner,lm-rank,v18,3,f_score,0.488015491643,36.1872,10000,True,current,resources/text//ner/-533848757.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-533848757.txt
ner,lm-rank,v19,3,f_score,0.486724800581,36.1914,10000,True,current,resources/text//ner/-1391501660.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1391501660.txt
ner,lm-rank,v20,3,f_score,0.478385790616,36.1908,10000,True,current,resources/text//ner/-1718231826.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-1718231826.txt
ner,lm-rank,v21,3,f_score,0.476779146141,36.1991,10000,True,current,resources/text//ner/-140896484.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-140896484.txt
ner,lm-rank,v22,3,f_score,0.488815321129,36.1849,10000,True,current,resources/text//ner/191241547.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/191241547.txt
ner,lm-rank,v23,3,f_score,0.47768800477,36.1879,10000,True,current,resources/text//ner/-666411356.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-666411356.txt
ner,lm-rank,v24,3,f_score,0.482751571787,36.1868,10000,True,current,resources/text//ner/-993141522.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-993141522.txt
ner,lm-rank,v25,3,f_score,0.491258707796,36.1825,10000,True,current,resources/text//ner/452597532.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/452597532.txt
ner,lm-rank,v26,3,f_score,0.498209212856,36.1678,10000,True,current,resources/text//ner/784735563.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/784735563.txt
ner,lm-rank,v27,3,f_score,0.517694458776,36.1711,10000,True,current,resources/text//ner/-72917340.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-72917340.txt
ner,lm-rank,v28,3,f_score,0.502093585395,36.17,10000,True,current,resources/text//ner/-399647506.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/-399647506.txt
ner,lm-skip,v1,2,f_score,0.664318780156,29.9152,10000,True,current,resources/text//ner/249470410.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249470410.txt
ner,lm-skip,v2,2,f_score,0.565077130761,43.264,10000,True,current,resources/text//ner/249471096.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249471096.txt
ner,lm-skip,v3,2,f_score,0.524024298217,44.6892,10000,True,current,resources/text//ner/249471782.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249471782.txt
ner,lm-skip,v4,3,f_score,0.658626980993,29.9152,10000,True,current,resources/text//ner/249472867.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249472867.txt
ner,lm-skip,v5,3,f_score,0.584255376006,43.264,10000,True,current,resources/text//ner/249473553.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249473553.txt
ner,lm-skip,v6,3,f_score,0.537100290461,44.6892,10000,True,current,resources/text//ner/249474239.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249474239.txt
ner,lm-skip,v7,4,f_score,0.66986246136,29.9152,10000,True,current,resources/text//ner/249475324.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249475324.txt
ner,lm-skip,v8,4,f_score,0.573470612969,43.264,10000,True,current,resources/text//ner/249476010.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249476010.txt
ner,lm-skip,v9,4,f_score,0.542218730428,44.6892,10000,True,current,resources/text//ner/249476696.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/249476696.txt
ner,lm-subword,v1,2,f_score,0.591842782176,25.4695,10000,True,current,resources/text//ner/74555517.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/74555517.txt
ner,lm-subword,v2,2,f_score,0.571039239604,37.176,10000,True,current,resources/text//ner/74556203.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/74556203.txt
ner,lm-subword,v3,2,f_score,0.520242466144,39.5421,10000,True,current,resources/text//ner/74556889.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/74556889.txt
ner,lm-subword,v4,3,f_score,0.533782056479,28.5998,10000,True,current,resources/text//ner/74557974.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/74557974.txt
ner,lm-subword,v5,3,f_score,0.559434754548,37.1812,10000,True,current,resources/text//ner/74558660.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/74558660.txt
ner,lm-subword,v6,3,f_score,0.557017063095,39.5627,10000,True,current,resources/text//ner/74559346.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/74559346.txt
ner,lm-subword,v7,4,f_score,0.545935691499,28.5998,10000,True,current,resources/text//ner/74560431.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/74560431.txt
ner,lm-subword,v8,4,f_score,0.560875006391,37.1323,10000,True,current,resources/text//ner/74561117.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/74561117.txt
ner,lm-subword,v9,4,f_score,0.532700465551,39.5729,10000,True,current,resources/text//ner/74561803.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/74561803.txt
ner,lm-subword,v10,3,f_score,0.561357150244,37.1619,10000,True,current,resources/text//ner/113265181.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/ner/113265181.txt
