task,method,variant_id,lm_window_length,metric,score,average_distinct_ngrams_per_sentence,sampled_sentences,included_in_plot,metric_status,corpus_filename,resolved_corpus_file
analogy,lm-skip,v6,3,accuracy,0.0152622527945,35.3885,10000,True,current,resources/text//intrinsic/249474239.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/249474239.txt
analogy,lm-skip,v7,4,accuracy,0.000143307537976,22.9137,10000,True,current,resources/text//intrinsic/249475324.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/249475324.txt
analogy,lm-skip,v8,4,accuracy,0.0207795930066,33.9489,10000,True,current,resources/text//intrinsic/249476010.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/249476010.txt
analogy,lm-skip,v9,4,accuracy,0.0162654055603,35.3885,10000,True,current,resources/text//intrinsic/249476696.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/249476696.txt
analogy,lm-subword,v1,2,accuracy,0.000214961306965,17.4607,10000,True,current,resources/text//intrinsic/74555517.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/74555517.txt
analogy,lm-subword,v2,2,accuracy,0.0347520779593,26.4589,10000,True,current,resources/text//intrinsic/74556203.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/74556203.txt
analogy,lm-subword,v3,2,accuracy,0.0301662367441,29.5121,10000,True,current,resources/text//intrinsic/74556889.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/74556889.txt
analogy,lm-subword,v4,3,accuracy,0.000214961306965,17.4607,10000,True,current,resources/text//intrinsic/74557974.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/74557974.txt
analogy,lm-subword,v5,3,accuracy,0.0353969618802,26.4249,10000,True,current,resources/text//intrinsic/74558660.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/74558660.txt
analogy,lm-subword,v6,3,accuracy,0.0288048151333,29.4986,10000,True,current,resources/text//intrinsic/74559346.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/74559346.txt
analogy,lm-subword,v7,4,accuracy,0.000286615075953,17.4607,10000,True,current,resources/text//intrinsic/74560431.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/74560431.txt
analogy,lm-subword,v8,4,accuracy,0.0377615362568,26.4536,10000,True,current,resources/text//intrinsic/74561117.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/74561117.txt
analogy,lm-subword,v9,4,accuracy,0.0292347377472,29.4681,10000,True,current,resources/text//intrinsic/74561803.txt,/run/media/wolf/KIOXIA/SentencePartitioning/resources/text/intrinsic/74561803.txt
